date,state,district,pincode,age_0_5,age_5_17,age_18_greater,bio_age_5_17,bio_age_17_,demo_age_5_17,demo_age_17_,total_population,Trend_Slope,Trend_R²,Trend_Direction
2025-11-04,Andhra Pradesh,Visakhapatnam,531034,2.0,0.0,0.0,5.0,6.0,0.0,13.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-05,Andhra Pradesh,Karimnagar,505152,2.0,0.0,0.0,5.0,6.0,2.0,2.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-06,Andhra Pradesh,Tirupati,524126,2.0,0.0,0.0,5.0,6.0,1.0,5.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-07,Andhra Pradesh,Mahbubnagar,509132,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-08,Andhra Pradesh,Sri Potti Sriramulu Nellore,524234,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-09,Andhra Pradesh,Kurnool,518598,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-10,Andhra Pradesh,Krishna,521107,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-11,Andhra Pradesh,Guntur,522004,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-12,Andhra Pradesh,Nizamabad,503246,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-13,Andhra Pradesh,Srikakulam,532322,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-14,Andhra Pradesh,Krishna,521201,2.0,0.0,0.0,5.0,6.0,0.0,15.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-15,Andhra Pradesh,Eluru,507121,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-16,Andhra Pradesh,Visakhapatnam,530040,5.0,0.0,0.0,5.0,6.0,1.0,6.0,5.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-17,Andhra Pradesh,Sri Potti Sriramulu Nellore,524321,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-18,Andhra Pradesh,Chittoor,517644,2.0,0.0,0.0,5.0,6.0,2.0,11.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-19,Andhra Pradesh,Ananthapur,515766,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-25,Andhra Pradesh,Chittoor,517234,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-26,Andhra Pradesh,Warangal,506313,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-27,Andhra Pradesh,Annamayya,517417,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-28,Andhra Pradesh,Cuddapah,516484,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-11-29,Andhra Pradesh,Anantapur,515004,2.0,0.0,0.0,5.0,6.0,4.0,11.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-01,Andhra Pradesh,Ananthapur,515001,2.0,0.0,0.0,5.0,6.0,4.0,15.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-02,Andhra Pradesh,Khammam,507306,2.0,0.0,0.0,5.0,6.0,0.0,10.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-03,Andhra Pradesh,East Godavari,533292,2.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-04,Andhra Pradesh,Chittoor,517507,2.0,0.0,0.0,5.0,6.0,4.0,19.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-05,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,533201,2.0,0.0,0.0,5.0,6.0,2.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-06,Andhra Pradesh,Guntur,522201,2.0,0.0,0.0,5.0,6.0,4.0,35.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-07,Andhra Pradesh,Prakasam,523181,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-08,Andhra Pradesh,Kurnool,518463,2.0,0.0,0.0,5.0,6.0,7.0,16.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-09,Andhra Pradesh,East Godavari,533346,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-10,Andhra Pradesh,Karimnagar,505401,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-11,Andhra Pradesh,Medak,502032,2.0,0.0,0.0,5.0,6.0,2.0,14.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-12,Andhra Pradesh,Medak,502278,2.0,0.0,0.0,5.0,6.0,1.0,12.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-13,Andhra Pradesh,Sri Sathya Sai,515124,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-14,Andhra Pradesh,Sri Potti Sriramulu Nellore,524308,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-15,Andhra Pradesh,Rangareddi,501503,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-16,Andhra Pradesh,Chittoor,517235,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-18,Andhra Pradesh,Visakhapatnam,531111,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-19,Andhra Pradesh,East Godavari,533290,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-20,Andhra Pradesh,Ananthapuramu,515002,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-21,Andhra Pradesh,Anantapur,515701,2.0,0.0,0.0,5.0,6.0,2.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-22,Andhra Pradesh,Mahbubnagar,509352,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-23,Andhra Pradesh,Ananthapur,515501,2.0,0.0,0.0,5.0,6.0,2.0,4.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-24,Andhra Pradesh,Sri Potti Sriramulu Nellore,523116,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-25,Andhra Pradesh,Rangareddi,500068,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-26,Andhra Pradesh,Visakhapatnam,531111,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-27,Andhra Pradesh,Ananthapur,515842,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-28,Andhra Pradesh,West Godavari,534401,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-29,Andhra Pradesh,West Godavari,534210,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-12-31,Andhra Pradesh,Nellore,524003,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.021503164246948408,0.11899050119999055,Decreasing
2025-03-01,Arunachal Pradesh,Anjaw,792104,2.0,0.0,0.0,5.0,6.0,12.0,105.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-04-01,Arunachal Pradesh,Lohit,792001,2.0,0.0,0.0,112.0,135.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-05-01,Arunachal Pradesh,East Siang,791102,2.0,0.0,0.0,137.0,79.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-06-01,Arunachal Pradesh,West Siang,791001,2.0,0.0,0.0,154.0,119.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-07-01,Arunachal Pradesh,Changlang,792122,2.0,0.0,0.0,54.0,107.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-01,Arunachal Pradesh,West Kameng,790116,2.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-02,Arunachal Pradesh,West Siang,791001,2.0,0.0,0.0,5.0,6.0,7.0,17.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-03,Arunachal Pradesh,Lohit,792102,2.0,0.0,0.0,5.0,6.0,0.0,14.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-04,Arunachal Pradesh,East Kameng,790103,2.0,0.0,0.0,1.0,0.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-05,Arunachal Pradesh,Papum Pare,791121,2.0,0.0,0.0,0.0,2.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-06,Arunachal Pradesh,Lower Subansiri,791119,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-07,Arunachal Pradesh,Namsai,792105,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-08,Arunachal Pradesh,Lohit,792103,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-09,Arunachal Pradesh,Papum Pare,791123,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-10,Arunachal Pradesh,Changlang,792055,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-11,Arunachal Pradesh,Lower Subansiri,791120,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-12,Arunachal Pradesh,West Kameng,790102,2.0,0.0,0.0,5.0,6.0,2.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-13,Arunachal Pradesh,Longding,792131,2.0,0.0,0.0,2.0,0.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-14,Arunachal Pradesh,West Kameng,790116,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-15,Arunachal Pradesh,Changlang,792122,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-16,Arunachal Pradesh,Tirap,792130,2.0,0.0,0.0,18.0,2.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-17,Arunachal Pradesh,Lower Subansiri,791119,2.0,0.0,0.0,5.0,6.0,0.0,7.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-18,Arunachal Pradesh,Upper Siang,791002,2.0,0.0,0.0,4.0,7.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-19,Arunachal Pradesh,Tirap,792130,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-20,Arunachal Pradesh,Longding,792131,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-21,Arunachal Pradesh,Longding,792131,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-22,Arunachal Pradesh,Lower Dibang Valley,792110,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-23,Arunachal Pradesh,Tawang,790104,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-24,Arunachal Pradesh,Siang,791001,2.0,5.0,0.0,5.0,6.0,1.0,6.0,7.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-25,Arunachal Pradesh,Siang,791102,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-26,Arunachal Pradesh,West Kameng,790101,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-27,Arunachal Pradesh,East Kameng,790102,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-29,Arunachal Pradesh,West Kameng,790116,1.0,2.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-09-30,Arunachal Pradesh,Siang,791001,1.0,6.0,0.0,5.0,6.0,1.0,6.0,7.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-13,Arunachal Pradesh,Namsai,792102,2.0,0.0,0.0,5.0,6.0,1.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-15,Arunachal Pradesh,Changlang,792120,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-16,Arunachal Pradesh,Lohit,792102,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-17,Arunachal Pradesh,Kurung Kumey,791118,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-18,Arunachal Pradesh,Papum Pare,791110,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-19,Arunachal Pradesh,West Siang,791001,2.0,1.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-20,Arunachal Pradesh,Papum Pare,791112,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-21,Arunachal Pradesh,Kurung Kumey,791118,2.0,0.0,0.0,5.0,6.0,1.0,0.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-22,Arunachal Pradesh,Lohit,792001,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-23,Arunachal Pradesh,Changlang,792122,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-24,Arunachal Pradesh,East Kameng,790102,2.0,0.0,0.0,5.0,6.0,3.0,24.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-25,Arunachal Pradesh,Papum Pare,791112,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-26,Arunachal Pradesh,Changlang,792120,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-27,Arunachal Pradesh,West Kameng,790101,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-28,Arunachal Pradesh,West Siang,791001,2.0,0.0,0.0,5.0,6.0,4.0,11.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-29,Arunachal Pradesh,Changlang,792103,2.0,0.0,0.0,5.0,6.0,0.0,4.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-30,Arunachal Pradesh,West Kameng,790001,2.0,0.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-10-31,Arunachal Pradesh,Lower Siang,791125,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-01,Arunachal Pradesh,Lower Siang,791102,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-02,Arunachal Pradesh,Kurung Kumey,791118,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-03,Arunachal Pradesh,Papum Pare,791110,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-04,Arunachal Pradesh,Longding,786631,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-05,Arunachal Pradesh,West Siang,791001,3.0,0.0,0.0,5.0,6.0,1.0,6.0,3.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-06,Arunachal Pradesh,Kamle,791130,2.0,0.0,0.0,5.0,6.0,1.0,12.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-07,Arunachal Pradesh,West Siang,791001,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-08,Arunachal Pradesh,Dibang Valley,792101,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-09,Arunachal Pradesh,East Siang,791104,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-10,Arunachal Pradesh,Upper Siang,792061,2.0,0.0,0.0,5.0,6.0,2.0,0.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-11,Arunachal Pradesh,Tirap,792130,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-12,Arunachal Pradesh,West Siang,791001,3.0,2.0,0.0,5.0,6.0,1.0,6.0,5.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-13,Arunachal Pradesh,Shi-yomi,791003,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-14,Arunachal Pradesh,West Kameng,790101,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-15,Arunachal Pradesh,East Siang,791102,3.0,2.0,0.0,5.0,6.0,1.0,6.0,5.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-16,Arunachal Pradesh,Upper Siang,791002,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-17,Arunachal Pradesh,West Kameng,790002,0.0,1.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-18,Arunachal Pradesh,West Kameng,790001,2.0,0.0,0.0,5.0,6.0,0.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-19,Arunachal Pradesh,Shi-yomi,791003,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-25,Arunachal Pradesh,Changlang,792056,2.0,0.0,0.0,5.0,6.0,3.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-26,Arunachal Pradesh,Changlang,792121,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-27,Arunachal Pradesh,Namsai,792103,2.0,0.0,0.0,5.0,6.0,4.0,15.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-28,Arunachal Pradesh,West Kameng,790101,2.0,0.0,0.0,5.0,6.0,1.0,7.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-11-29,Arunachal Pradesh,Papum Pare,791111,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-01,Arunachal Pradesh,West Siang,791125,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-02,Arunachal Pradesh,Changlang,792121,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-03,Arunachal Pradesh,West Siang,792051,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-04,Arunachal Pradesh,West Siang,791125,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-05,Arunachal Pradesh,West Kameng,790002,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-06,Arunachal Pradesh,Lohit,792103,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-07,Arunachal Pradesh,Dibang Valley,792101,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-08,Arunachal Pradesh,Shi-yomi,791003,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-09,Arunachal Pradesh,West Siang,791101,2.0,0.0,0.0,5.0,6.0,1.0,4.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-10,Arunachal Pradesh,Tirap,792129,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-11,Arunachal Pradesh,West Kameng,790101,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-12,Arunachal Pradesh,East Siang,791104,2.0,0.0,0.0,5.0,6.0,2.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-13,Arunachal Pradesh,Tirap,792130,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-14,Arunachal Pradesh,Dibang Valley,792101,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-15,Arunachal Pradesh,East Siang,791104,2.0,0.0,0.0,5.0,6.0,1.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-16,Arunachal Pradesh,Papum Pare,791123,2.0,0.0,0.0,5.0,6.0,0.0,5.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-18,Arunachal Pradesh,Changlang,792103,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-19,Arunachal Pradesh,East Siang,791104,2.0,0.0,0.0,5.0,6.0,0.0,3.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-20,Arunachal Pradesh,Namsai,792103,2.0,0.0,0.0,5.0,6.0,0.0,9.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-21,Arunachal Pradesh,Changlang,792122,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-22,Arunachal Pradesh,Upper Subansiri,791122,1.0,0.0,0.0,5.0,6.0,1.0,6.0,1.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-23,Arunachal Pradesh,Changlang,792123,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-24,Arunachal Pradesh,Lower Subansiri,791120,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-25,Arunachal Pradesh,East Kameng,790102,2.0,0.0,0.0,5.0,6.0,1.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-26,Arunachal Pradesh,Lohit,792111,2.0,0.0,0.0,5.0,6.0,0.0,1.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-27,Arunachal Pradesh,Namsai,792103,1.0,1.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-28,Arunachal Pradesh,Changlang,792121,2.0,0.0,0.0,5.0,6.0,0.0,2.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-29,Arunachal Pradesh,East Kameng,790102,2.0,0.0,0.0,5.0,6.0,4.0,10.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-12-31,Arunachal Pradesh,Changlang,792122,0.0,2.0,0.0,5.0,6.0,1.0,6.0,2.0,-0.0012751399543852366,0.007344860003278719,Decreasing
2025-03-01,Assam,Karimganj,788701,2.0,0.0,0.0,71.0,66.0,1.0,6.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-03-15,Assam,Marigaon,782104,10.0,11.0,46.0,5.0,6.0,1.0,6.0,67.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-03-20,Assam,Kokrajhar,783360,32.0,75.0,29.0,5.0,6.0,1.0,6.0,136.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-04-01,Assam,Cachar,788110,2.0,0.0,0.0,277.0,32.0,1.0,6.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-05-01,Assam,Sibsagar,785680,2.0,0.0,0.0,44.0,20.0,1.0,6.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-06-01,Assam,Karbi Anglong,782410,2.0,0.0,0.0,45.0,57.0,1.0,6.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-07-01,Assam,Dibrugarh,786008,2.0,0.0,0.0,34.0,39.0,1.0,6.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-09-01,Assam,Sonitpur,784001,2.0,0.0,0.0,5.0,6.0,3.0,24.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
2025-09-02,Assam,Sibsagar,785684,2.0,0.0,0.0,5.0,6.0,0.0,6.0,2.0,-0.09703525870035337,0.16312716050177667,Decreasing
